text,year,period,genre,source,gpt_transitivity,gpt_causativity,gpt_subject_animacy,gpt_subject_role,gpt_pos,gpt_subject,gpt_verb,gpt_object
", that's easy. I'll just have him trip over a rug and break an arm. Mother, you'll leave him alone. He's a dear",1964,1960-69,TV/MOV,Bewitched,transitive,causative,animate,agent,verb,him,break,an arm
"this peculiar criterion, if the news had been bad, Jamie would have been broken to major. Without demur or reflection, the jubilant Congress complied. The promotion",1973,1970-79,FIC,Burr,intransitive,anticausative,animate,patient,verb,Jamie,break,
"his bed, and he like to died.' Again a dramatic pause, broken by Jim's question: What did he dothen?' For one thing,",1974,1970-79,FIC,Centennial,intransitive,anticausative,inanimate,patient,verb,his bed,break,
"nne. His age, his past, my age, my past. He broke the silence. First Ile reached out and traced the line of my mouth.",1977,1970-79,FIC,DanielMartin,transitive,causative,animate,agent,verb,He,broke,the silence
"SUN DIES melted away to the east. It was then that all of MiahuatlAn broke into applause. For hours afterward, everyone I saw on the streets wore a",1973,1970-79,MAG,Harpers,intransitive,anticausative,animate,agent,verb,all of MiahuatlAn,broke,applause
"But they were "" short-lived, "" and when they expired "" the cold war broke out with anew vigor. "" The answer given to the skeptics is that there",1974,1970-79,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,the cold war,broke,
n't matter.' She kissed him again; and again was the one who broke it off. She stood for a moment with her head buried against his neck,1977,1970-79,FIC,DanielMartin,intransitive,anticausative,animate,agent,verb,she,broke,it
level turnpike. And we'll tell every cattlemanin Texas about it. We'll break that old bastard's heart.' They rode back to where the herd was,1974,1970-79,FIC,Centennial,transitive,causative,animate,agent,verb,we,break,that old bastard's heart
"men on unknown worlds into experiments. And when their horrible reign had been finally broken, their mind-slaves freed, the results of both the meddling and the liberation had",1970,1970-79,FIC,IceCrown,intransitive,anticausative,inanimate,patient,verb,their horrible reign,broken,
also wants to block Chinese influence in Asia wherever possible. So. when hostilities broke out between Vietnam and Cambodia. Soviet response was predictably swift. From the start,1978,1970-79,NEWS,CSMonitor,intransitive,anticausative,inanimate,patient,verb,hostilities,broke,
the manufacturer would be able to identify it. But even finished diamonds can be broken down and recut. There's also the very strong possibility that if Prettyman was,1976,1970-79,FIC,KillingCharity,intransitive,anticausative,inanimate,patient,verb,finished diamonds,broken,
"252179 Before the Watergate scandal broke open, nearly every morning a precisely attired man walked into Coco's, a",1973,1970-79,MAG,Time,intransitive,anticausative,inanimate,patient,verb,the Watergate scandal,broke,
". One of those rubber things, I guess. "" "" What if it breaks? "" "" Then I guess she gets pregnant, "" said Bill. """,1972,1970-79,FIC,Ewings,intransitive,anticausative,inanimate,patient,verb,it,breaks,
"They fall apart before you can drive them off the lot. Your stereo is broken, isn't it? Isn't it? p. 11 DAUGHTER Well, it",1973,1970-79,FIC,Play:Pioneer,intransitive,anticausative,inanimate,patient,verb,your stereo,broken,
"and a half feet wide, that ran the length of the greenhouse and were broken only by wooden crosswalks at threehundred-foot intervals. Pipes for heat and water hung overhead",1978,1970-79,MAG,NewYorker,intransitive,anticausative,inanimate,patient,verb,that,break,
"me. I couldn't understand them, and there was no way I could break into their conversations. So I did the only thing I knew -- the tough",1978,1970-79,FIC,Whistle,intransitive,anticausative,animate,agent,verb,I,break,
"? Sure, One, two, three, Agh! Three feet and one broken back, Well, I think I'll go stretch my legs, I'll",1976,1970-79,TV/MOV,The Muppet Show,intransitive,anticausative,inanimate,patient,verb,one broken back,break,
"salvage them, were left to rot on the ground; subsequently, fires would break out in the dead timber and spread into neighboring stands of living trees. The",1974,1970-79,FIC,LoveFeast,intransitive,anticausative,inanimate,patient,verb,fires,break,
": at five, the dog paddle, and at twelve, the dive to break the death grip of some giant instructor, in order to tow him, by",1976,1970-79,FIC,Speedboat,transitive,causative,animate,agent,verb,the dive,break,the death grip of some giant instructor
"conveyed a kind of ecstatic vision. The old man explained, his wrinkled face breaking into a happy smile:' I made the hajj the pilgrimage to Mecca that",1979,1970-79,MAG,Time,intransitive,anticausative,animate,patient,verb,his wrinkled face,breaking,a happy smile
"shock of cold that hit her stomach. "" Ray and I didn't exactly break up. We just decided we were seeing too much of each other and we",1973,1970-79,FIC,IKnowWhatYouDid,intransitive,anticausative,animate,agent,verb,we,break,
"anything else, as I don't have any more money. I'm almost broke. I'm afraid of spending money. But why are you following me?",1974,1970-79,TV/MOV,Beyond the Door,intransitive,anticausative,animate,agent,verb,you,break,
"you what you do. You put that in the living room and we'll break it out later. Sure thing. Now, what was it you wanted to",1972,1970-79,TV/MOV,Mission: Impossible,transitive,causative,animate,agent,verb,we,break,it
"Gold sat forward to get a better look at the television picture, and he broke into a smile as Commander Conrad commented on the abundance of dust. He said",1970,1970-79,MAG,NewYorker,intransitive,anticausative,animate,agent,verb,he,broke,
"upon you to tell him to do something over and over again before war finally breaks out, or he can depend upon you to follow up at once on what",1970,1970-79,NF/ACAD,WorkingMothers,intransitive,anticausative,inanimate,patient,verb,war,breaks,
"truth? They drink. Someone hits Charlie on the back of the head, breaking the dream quality back into reality. Charlie, startled, looks up. TONY",1973,1970-79,FIC,Mov:MeanStreets,intransitive,anticausative,inanimate,patient,verb,the dream quality,breaking,
Holcum. You look out of breath. What's the matter? The elevator broke? (to Kurt) Is the elevator broke? Kurt shrugs. -- 51 --,1979,1970-79,FIC,Mov:Hardcore,intransitive,anticausative,inanimate,patient,verb,the elevator,broke,
"lock. When I had two screws out, a woman screamed, and I broke down the door. As the main cabin was dark, I saw no one",1975,1970-79,FIC,GreatJehoshaphat,transitive,causative,animate,agent,verb,I,broke,the door
be missing them at all. # The first car they grab is stopped for breaking the speed laws-too slow. The next belongs to the officer who made the collar-an,1974,1970-79,MAG,Time,intransitive,anticausative,inanimate,patient,verb,the first car,break,
"more are developed each year. We have created synthetic compounds which nature can not break down, and we pour thousands of troublesome chemicals into our skies, our water",1972,1970-79,NF/ACAD,IssuesInOutdoor,transitive,causative,inanimate,agent,verb,nature,break down,synthetic compounds
"Roger, I got him. He must be under this stuff. It's breaking up ahead. Bogeys, eight miles. Come right 90. Leader has tally",1979,1970-79,TV/MOV,The Great Santini,intransitive,anticausative,inanimate,patient,verb,it,breaking,
"fear. "" But when he had left, Roane made one last attempt to break free from this current carrying her farther and farther into danger. "" I must",1970,1970-79,FIC,IceCrown,intransitive,anticausative,animate,patient,verb,Roane,break,free
"Reaching for, gasping for air, When it just isn't there Aching, breaking, shaking, so why does he care? If he goes twice as fast",1972,1970-79,FIC,Play:CycloneJack,intransitive,anticausative,animate,patient,verb,he,break,
""" "" Unless, "" I reminded her, "" it flew out when I broke the lock. "" "" In that case, it will be on the floor",1975,1970-79,FIC,GreatJehoshaphat,transitive,causative,animate,agent,verb,I,broke,the lock
considerable influence in saving California's beauty spots from the ravages of intruders. Muir broke with his friend Gifford Pinchot because the latter was not | enthusiastic about putting large,1972,1970-79,NF/ACAD,IssuesInOutdoor,intransitive,anticausative,animate,agent,verb,Muir,broke,with his friend Gifford Pinchot
"silence. On the sixteenth Zhilinsky arrived in Baranovichi, complaining that Samsonov had arbitrarily broken off communications and was now completely out of touch. Colonel Vorotyntsev, who had",1972,1970-79,FIC,Harpers,transitive,causative,animate,agent,verb,Samsonov,broken off,communications
"compiled by W.H. Auden and published 40 years ago. For all its literary ground breaking and the recognition it brought to nonserious poetry, Auden's collection displayed crippling drawbacks",1978,1970-79,MAG,Time,intransitive,anticausative,inanimate,patient,verb,Auden's collection,break,
"you just hunt down below or off to the other direction. "" A grin broke his hard face like somebody had cracked a rock. "" Why, somebody was",1975,1970-79,FIC,OverOnDrySide,intransitive,anticausative,inanimate,patient,verb,a grin,broke,
"me. "" Do you understand me, Jenny? "" Gianni's impulse to break the news gently was transfigured, as I stayed silent, |p190into the need to",1970,1970-79,FIC,BayNoon,transitive,causative,animate,agent,verb,Gianni,break,the news
"IN a speech before the Detroit Economics Club two days before the latest housing scandals broke, George Romney, Secretary of Housing and Urban Development, made a remarkable admission",1972,1970-79,MAG,Time,intransitive,anticausative,inanimate,patient,verb,the latest housing scandals,broke,
around too long. Keeping an animal is against regulations. Who am I to break regulations? Get him cleaned up and make sure he only eats scraps... because,1977,1970-79,TV/MOV,M*A*S*H,transitive,causative,animate,agent,verb,I,break,regulations
"genial manner faded. He looked solemnly down at his friend, whom he could break with one hand. "" Don't tease me like that, |p45Doc. It",1975,1970-79,FIC,BeyondBedroomWall,transitive,causative,animate,agent,verb,he,break,whom
". Free meal, free meal. "" "" Go the other street or I break you hole, "" Consagra said. "" Keep talk, nice-nice, I come",1976,1970-79,FIC,RatnersStar,transitive,causative,animate,agent,verb,I,break,you hole
""" Come on now, no more serious talk. That the surest way to break up a good time. "" Jackson, delighted by her exaggerated attentiveness, winked",1970,1970-79,FIC,Across110th,transitive,causative,inanimate,agent,verb,the surest way,break,a good time
"was fucking her, wasn't I?'' I guess it was tough breaking it off, her right down in Boston.' Jack.' Grinning.",1974,1970-79,FIC,FanClub,transitive,causative,animate,agent,verb,I,breaking,it
